wm	1		Rannsóknin á póstskipinu Phønix hefur þegar opnað nýjan kafla í íslenskri fornleifafræði sem fræðigrein og gefa greininni fleiri möguleika á að túlka fortíðina og skilning á sögu íslensku þjóðarinnar.
wm	1		Í formála segir höfundur að kviðan sé fimm ára verk sitt, og er talið að hún sé samin á árunum 1178-1182.
wm	1		Á handfæri er aðallega veiddur þorskur en þó líka ufsi, og aðrar botnfisktegundir veiðast líka en í mun minna magni.
pc101	1		13 Prýði Líbanons mun til þín koma: kýpresviður, álmviður og sortulyngsviður, hver með öðrum til þess að prýða helgan stað minn og gjöra vegsamlegan stað fóta minna. 14 Og synir þeirra, sem kúguðu þig, munu koma til þín niðurlútir, og allir þeir, sem smánuðu þig, munu fleygja sér flötum fyrir fætur þér.
pc179	0	*	Vörurnar sem nefnd á þessari vefsíðu er ekki ætlað að greina, koma í veg fyrir, meðhöndla eða lækna hvaða sjúkdóma eða kvilla heilsa.
wm	1		Um 75% íbúanna eru frönskumælandi.
wm	1		Súrsíld selst bæði óslægjuð með hausunum skornum af og í flökum.
wm	1		Hann var dæmdur fyrir nauðgun og kynferðislega misnotkun á drengjum, ölvunarakstur, þjófnað og fleira.
wm	1		Norræna ráðherranefndin Norræna stofnunin í Finnlandi Barna- og unglingabókmenntaverðlaun Norðurlandaráðs Heimasíða Norræna hússins Heimasíða AALTO Bistro „Fundað um stjórnarmyndun í norræna húsinu“.
pc100	0	*	Smeshariki leikur fyrir stelpur eru að mestu leyti leikur dress, a skær dæmi sem er leikurinn "Costume Nyusha."
pc148	0	*	Chechnya - Framburður (enska) Donbass - Framburður (enska)
wm	1		Murdoch er best þekkt fyrir skáldsögur sínar, þar sem hún sameinar góða persónusköpun og vel uppbyggðan söguþráð og þar sem umfjöllunarefnið er oftar en ekki siðferðis- eða kynferðismál.
wm	1		1618 var gerð uppreisn í borginni gegn yfirráðum Habsborgar.
pc132	0	*	The leið saman borð hans í átt heimilisfang The merki og þá sendir merki til réttu tölvu sem er tengd.
wm	1		Það lið sem að hefur oftast (og alltaf) tekið þátt í heimsmeistarakeppninni er Brasilía og hafa þeir unnið hana 5 sinnum.
pc190	0	*	Þetta er þar sem súrefni og koltvísýring gengi fer fram.
wm	1		Einstofna tré með breiða krónu.
wm	1		Undir árslok 1981 stefndi Þorgeir ríkissjónvarpinu og gerði kröfu um greiðslu út frá samningi Félags kvikmyndagerðarmanna og RÚV um lágmarksmínútugjald.
pc98	0	*	Það býður upp á hugbúnað tól fyrir stjórnun lykilorð, vélbúnaður USB lykill með meira plássi og Dropbox skrá brengla
wm	1		Folald er aðeins folald fram yfir fyrsta veturinn, þá verður það að trippi og er trippi á aldrinum 1–3 vetra.
wm	1		Í ljós kom að þeir mundu tæp 80% af samstöfunum.
wm	1		Var hún borin á bálið og slegið í eldi.
pc107	1		Íbúð til Leigu í Bielsa
pc83	0	*	Þetta vakning var beðið eftir þjóta ESB til að ná lágmark-kolefnis losun markmiðum sínum, en opinber vantrausti á kjarnorku tækni hefur hikaði öllu svæðinu eftir Chernobyl slysið, 25. ára afmæli, sem er á þessu ári.
wm	1		Viðey var menntasetur, vitað er að þar var ágætur bókakostur, eins og kemur m.a. fram í bókaskrá í Vilkinsmáldaga.
wm	1		Bandaríkjaforseta George H. W. Bush, 41. forseta Bandaríkjanna og föður George W. Bush Þetta er aðgreiningarsíða sem inniheldur tengla á ólíkar merkingar þessa orðs.
wm	1		Fyrir landafundi Kristófers Kólumbusar undir lok 15. aldar var margvíslegar siðmenningar að finna í Mexíkó.
wm	1		Hollenska Austur-Indíafélagið varð gjaldþrota og leystist upp árið 1800.
pc195	1		Íbúð til Leigu í Montesa
wm	1		Síritandi vatnshæðarmælar komu til sögunnar um 1950 og nú munu á þriðja hundrað síritandi mæla vera í ám, vötnum og borholum um allt land (Sigurjón Rist 1990).
pc208	0	*	Lawsuit - Framburður (enska)
wm	1		Svartidauði var viðloðandi í Evrópu næstu aldir þótt hann yrði ekki aftur að viðlíka farsótt.
pc89	1		Bókaðu bílaleigubíl hjá Eldan á Istanbul Airport International í gegnum Rentalcars.com og þú getur breytt bókun þinni án endurgjalds.
wm	1		19. júlí - Bruninn mikli í Róm: Eldsvoði eyðilagði hálfa borgina.
pc220	1		Við leggjum hart að okkur við að finna bestu verðin fyrir þig - bókaðu í gegnum okkur og fáðu besta verðið á bílaleigubíl hjá Ross Rental Cars á Nelson Airport, við tryggjum það.
wm	1		Nafn sitt dregur gatan af löngum túngörðum sem lágu meðfram henni vestaverðri fram á tuttugustu öld.
wm	1		Aðeins 21 fullþroska tré eru enn á lífi og endurræktunaráætlanir hafa borið mjög takmarkaðan árangur vegna mikillar beitar búfjár bænda af svæðinu.
wm	1		Það var ekki fyrr en með nýrri stjórnarskrá 1861 sem alvöru friður komst á innan kantónunnar, en hún kallast gjarnan friðarstjórnarskráin (Friedensverfassung).
wm	1		Almenningsíþróttadeild Fram er íþróttadeild sem stofnuð var innan Knattspyrnufélagsins Fram árið 2003.
pc142	0	*	Júlí 298. í austurhluta Úkraínu, svæði átaka milli prússneska aðskilnaðarmanna og ríkisstjórna.
pc238	1		Dag einn fer lögreglan með hann á sovéska munaðarleysingjahælið.
wm	1		Keppnin var svo aftur haldin í Osló árið 2010 eftir að Alexander Rybak vann keppnina og sló öll met með laginu Fairytale og fékk 387 stig.
wm	1		Fyrsta teningnum er kastað, og líkurnar eru 1/6 að atburðurinn F eigi sér stað.
wm	1		En annars notar maður flest vopnin alltaf í bardögum eða til að opna vegi fyrir manni.
wm	1		Prison Break er bandarísk þáttaröð.
pc110	0	*	Íbúar fá yfirleitt oft fisk, eða með því að setja bambus fisk gildru (við köllum krydd).
wm	1		Mestalla ævi sína hefur hann lifað í skugga föður síns, hins geysivinsæla Bhumibols Adulyadej Taílandskonungs.
pc128	0	*	Trúnaðaryfirlýsing – Siolim Holiday Apartments – Siolim – Indland Til að veita þér sem besta þjónustu notar Siolim Holiday Apartments eigin fótspor og fótspor utanaðkomandi aðila á vefsíðunni sinni í tækni-, þróunar- eða markaðssetningartilgangi.
pc127	0	*	Eimskip Innanlands ENGLISH
wm	1		Kyrrahafssíldin er silfruð á litinn.
pc97	1		Hvort sem við iðkum íhugun eða ekki skiptir mestu máli hvernig við lifum okkar daglega lífi og spurningin verður því eftir sem áður sú, hvort við viljum mæta atburðum hversdagsins með huga fortíðarinnar þannig að ekkert nýtt verði til - eða með vakandi og opinni athygli.
wm	1		Aðgerðin fól það í sér að sjötti her Þjóðverja, undir stjórn Friedrichs Paulus var umkringdur í Stalíngrad, sem leiddi til þess að sjötti herinn gafst upp í febrúar 1943 og Sovétmenn unnu borgina á sitt vald.
wm	1		Sagnaritarar fornaldar tengdu margir Dómitíanus við dauða Títusar og sökuðu hann um að hafa lagt á ráðin um morð, en það er þó ekki talið áreiðanlegt þar sem heimildirnar eru margar mjög hlutdrægar gegn Dómitíanusi.
wm	1		Ýmis konar lífverur svo sem bakteríur, sveppir, jurtir og dýr framleiða beiskjuefni.
wm	1		1923 - Ingibjörg H. Bjarnason var fyrsta konan sem tók sæti á Alþingi.
wm	1		Rit hans Stjórnleysi, ríki og staðleysa (Anarchy, State, and Utopia) (1974) var viðbragð í anda frjálshyggjunnar við riti Johns Rawls Kenning um réttlæti (A Theory of Justice), sem kom út árið 1971.
wm	1		Traiskirchen er borg í fylkinu Neðra Austurríki í Austurríki.
wm	1		Vatnsleysanlegar trefjar hægja á upptöku næringarefna úr meltingarvegi.
pc139	1		Brönugrös og frygðin
wm	1		Ernst Sorge á snjóalögum á Grænlandsjökli.
wm	1		Daguerreaðferð (franska: Daguerréotype) nefnist ein af fyrstu aðferðunum til að framkalla ljósmyndir og var upphafið að þeirri framköllunaraðferð sem enn er notuð.
wm	1		Fyrir og eftir aldamótin 1900 var Prag mikil menningarmiðstöð fyrir tónlistarmenn og rithöfunda.
wm	1		Hún er líka kölluð Góða drottningin Anna í ýmsum heimildum.
wm	1		Fyrirmynd greinarinnar var „Giuseppe Garibaldi“ á frönsku útgáfu Wikipedia.
wm	1		Hafa þó fundist 52 mm á hæð.
pc208	0	*	Hann lítur sannarlega frábært.
wm	1		Onegavatn er næst stærsta stöðuvatn í Evrópu, á eftir Ladogavatni.   Þessi landafræðigrein er stubbur.
wm	1		Nöfn og nauðsynjar átti þátt í hinni víðtæku höfnun á því viðhorfi sem var svo vinsælt meðal mannamálsheimspekinga að heimspeki sé ekkert annað en málgreining.
wm	1		Tilnenfning til Íslensku bókmenntaverðlaunanna fyrir Íslandsbók barnanna 2016.
pc222	0	*	Í raun getur módafíníl hjálpað fólki að sparka fíkn.
wm	1		Landinu er skipt upp í 6 kjördæmi.
pc175	0	*	Þetta er heimurinn, allur heimurinn búin til af JRR Tolkien, heimi sem er fullur af hjörtum milljóna aðdáenda, og á hverju ári fjölda er aðeins að aukast.
wm	1		1941 - Winston Churchill, forsætisráðherra Breta, hafði viðkomu í Reykjavík á leið sinni heim af fundi með Franklin D. Roosevelt, Bandaríkjaforseta, sem þeir héldu á Nýfundnalandi.
wm	1		Um er að ræða afar myrka sögu af hjartveikum leigubílsstjóra í New York sem dregst inn á brautir glæpa.
pc87	0	*	Mothra - Framburður (enska)
wm	1		Á Gásum var Gásakaupstaður, sem var veigamesti kaupstaður á Norðurlandi á miðöldum.
wm	1		Þar var byggt um 350 fermetra húsnæði, sem er bæði bátaskýli og félagsaðstaða, auk þess sem gert er ráð fyrir bryggju og uppsátri í höfninni í tengslum við húsnæðið.
wm	1		2002 - Flak Northrop N-3PB-sjóflugvélar fannst á átta metra dýpi í Skerjafirði.
wm	1		Lögmannsannáll, sem er varðveittur í eiginhandarriti Einars Hafliðasonar og er sannanlega hans verk, er víða orðrétt samhljóða Lárentíus sögu.
wm	1		Emmy verðlaunin 2009: Tilnefndur sem besti leikari í aukahlutverki í dramaseríu fyrir Boston Legal.
pc196	1		Við leggjum hart að okkur við að finna bestu verðin fyrir þig - bókaðu í gegnum okkur og fáðu besta verðið á bílaleigubíl hjá Easirent í Lanzarote, við tryggjum það.
wm	1		Fyrsti Evrópumaðurinn sem kom til New York var ítalinn Giovanni da Verrazzano en hann kom þangað árið 1525.
wm	1		Fyrsta líþíum-jón rafhlaðan fór í sölu 1991 en í hönd fóru smávægilegar breytingar og þróun á rafhlöðunni.
wm	1		Undir forvera sínum, Gallienusi, varð hann yfirmaður í riddaraliðssveit keisarans og tók þátt í umsátri keisarans um borgina Mediolanum (Mílanó) þegar hershöfðinginn Aureolus gerði uppreisn.
pc201	0	*	Ef í fyrsta sinn, til dæmis, var meðferð með Ridomil með Topaz, þá er það betra að nota Quadrice eða Strobi (og öfugt) í annarri.
pc187	0	*	Fyrri: Amber PET plast flaska með sveppir hettu 100ml
pc152	0	*	Kaupa það nú og einnig finnst alla kosti sem þessi vara þjónar.
pc114	0	*	Klór hefur tilhneigingu til að fá losa af öllum allur-náttúrulegur olíur í hárinu, þannig að búa það óstöðug og stjórnlaust.
wm	1		Vörubílstjórar segja að þessar reglur, sem byggja á evrópskum reglum, henti ekki á Íslandi auk þess sem hvíldaraðstaða við vegi landsins er lítil sem enginn.
wm	1		14. maí - Mikhaíl Gorbatsjev fór í opinbera heimsókn til Kína.
wm	1		Eðli sýnistökunnar fer eftir líffærinu sem verið er að taka sýni af.
wm	1		Hreysikattaskinn var var eftirsótt verslunarvara og táknmynd konunga.
wm	1		Thurmond talaði opinberlega gegn því að svartir fengu aðgang að stöðum þar sem hvítir vildu eingöngu fá að vera.
wm	1		Hann lék lykilhlutverk í mótun milliríkjasambanda eftir fyrri heimsstyrjöldina.
pc123	0	*	Almenn Heyrnartæki á Little Colorado River vatnsréttindi
wm	1		Námið í kjarna er að miklu leyti sameiginlegt fyrir allar brautirnar.
wm	1		Rennsli árinnar er þó lítið, aðeins um nokkrir rúmmetrar á sekúndu, en getur vaxið mikið í flóðum.
wm	1		Ferskir kristalfletir þess glóa sem gull en við veðrun slær á þá gulum og rauðgulum blæ.
pc150	0	*	Kansas - Framburður (enska) Joan of Arc - Framburður (enska)
wm	1		Meðal óvenjulegust muna voru lítill tálgukarl úr beini og hafa verið leiddar að því líkar að hér sé um að ræða e.t.v. leikfang barns eða taflmann.
wm	1		Hann var líka fyrsti háskólinn til að viðurkenna fólk án tilits til kynþáttar, stéttar, trúar eða kyns.
wm	1		Þriðja kynslóðin, svokölluð „samstöðuréttindi“, til dæmis réttur til friðar og óspillts umhverfis.
wm	1		Þar á meðal Myrkra svæðið þar sem GranDracmon drottnar.
pc133	0	*	Adam Clarke sagði því að þeirri breytingu
wm	1		Styrkur flavonóíða í jóhannesarjurt er undir 12% í blóminu og um það bil 7% í laufum og stilkum.
pc130	0	*	spennugjafi vísir
wm	1		18. apríl - Vatnstjón varð þegar allt að 80 °C heitt vatn rann niður Vitastíg og þar út í átt að Snorrabraut um Laugaveg.
wm	1		Þetta má rökstyðja með því að draga hornalínuna AC, sem skiptir trapisunni í tvo þríhyrninga, ABC og ACD.
wm	1		6. janúar - Bandaríkin skiluðu Stefánskórónunni til Ungverjalands, en hún hafði verið í Bandaríkjunum frá lokum Síðari heimsstyrjaldar.
wm	1		Fuglaspámaður (eða fuglheillamaður) (latína: augur) var maður til forna sem las í hátterni fugla eða flug þeirra.
wm	1		Þann 14. nóvember lýsti Íslamska ríkið yfir ábyrgð á árásunum og sagði að skotmörkin hefðu verið „vandlega valin“.
wm	1		Við dánarbeð hans sat Mor Anni, sem rak Skagehótel.
wm	1		Leifur hafði upphaflega ætlað frá Noregi til Íslands en rak austur til Skotlands.
wm	1		Sérfræðingar hafa deilt sökinni milli lánastofnana, eftirlitsstofnana, matsfyrirtækja, ríkisstjórnar og neytenda, meðal annarra.
pc121	0	*	Það er engin læra með þessum rifa og þetta eitt myndi gera þá þykjast öllum spilurum.
wm	1		Worsaae var einnig skipaður í Fornminjanefndina, sem var reyndar lögð niður 1849, og eftir það höfðu þeir Thomsen og Worsaae umsjón með öllum fornminjum í Danmörku.
wm	1		Kalkbrennsla hefur tíðkast um þúsundir ára og verkþekking við slíka brennslu barst til Noregs með enskum munkum á víkingatímanum.
wm	1		Víkingaher undir stjórn Ívars og Hálfdans, sona Ragnars loðbrókar, réðist á York 1. nóvember það ár.
pc96	1		Auk þess finnast nú mörg smærri vörp víða um landið.
wm	1		Hin er að kvendýrið ber utan á sér einkonar poka sem er fullur af frjóvguðum eggjum þangað til afkvæmin klekjast út.
pc161	1		Skiptið yfir á stutta hringprjóna nr 4.
pc117	1		Sannlega, sannlega segi ég yður: Þjónn er ekki meiri en herra hans né sendiboði meiri þeim, er sendi hann.
wm	1		Hún ljáði AWP-lekasíðunni nafn sitt. ensku
wm	1		Eftir stríð var hann útnefndur öldungadeildarþingmaður en hélt áfram störfum fyrir herinn.
pc156	0	*	Trump wall - Framburður (enska)
wm	1		Því er hægt að sigla frá Norðursjó til borgarinnar sjálfrar.
wm	1		Ein varðveitt ræða er eignuð Demadesi en hún er nær örugglega fölsuð.
wm	1		Hershöfðinginn Jovianus var þá hylltur keisari af hernum.
wm	1		Það er stærsta einkasafn sem Íslendingur hefur haft þess tegundar.
wm	1		Borgin óx enn á 19. öld og varð ein mikilvægasta hafnarborgin í heimshlutanum.
pc171	0	*	Besti staðurinn til að panta fitu tap vara PhenQ netinu
wm	1		Rapp varð vinsælasta tónlistarstefnan í Bandaríkjunum á fyrri hluta tíunda áratugarins og rokkhljómsveitir héldu áfram að samþætta hipp hopp með rokki.
wm	1		Undanfarin ár hefur þó dregið verulega úr sykurútflutningnum.
wm	1		Drangaskörð eru sjö misháir jarðlagastaflar yst á fjallskaga í Árneshreppi á Ströndum.
wm	1		Félag leikskólakennara (FL) er stéttarfélag leikskólakennara á Íslandi.
wm	1		13. febrúar - Kim Jong-nam, hálfbróðir leiðtoga Norður-Kóreu, Kim Jong-un, var myrtur á flutvelli í Kúala Lúmpúr í Malasíu.
wm	1		Ekkert er þó fjallað um að þeir hafi reist hvalstöð á svæðinu.
pc192	1		4 Þú hefir glatt mig, Drottinn, með dáð þinni, yfir handaverkum þínum fagna ég.
pc171	0	*	Horfa á myndskeið Þáttur Róttæk vinnuvistfræði frá kvikmyndinni Napo í léttu byrgðinni
wm	1		Það sökkti stolti breska flotans, orrustubeitiskipinu HMS Hood, í snarpri sjóorustu vestur af Íslandi 24. maí 1941.
pc149	1		Skoðunarhúsið er eina byggingin í mýrinni og blasir við víða að.
wm	1		Með nýfengið frelsi undan breska heimsveldinu var hin óreynda þjóð ekki með neinn konung.
pc116	1		Brottför: mánudaga kl.8.00, eða samkvæmt pöntun.
wm	1		Í dag er vindmylla notuð til að knýja túrbínu sem síðan framleiðir rafmagn.Vindorka er vistvæn orkuframleiðsla og endurnýjanleg.
pc157	0	*	Blóm hennar eru skær rauður.
pc176	0	*	Það er svo gott. Engu að síður, þú gætir í raun ekki líða ótta vegna þess að nú höfum við sérstakt atriði að veita þér.
wm	1		Bakkarnir við Zugersee hafa nokkrum sinnum í gegnum söguna gefið sig, þannig að hús og fólk steyptist í vatnið.
pc210	0	*	Þessi vara er aðeins vasaljós sem þú verður alltaf að mæta.
pc230	0	*	Í þessum leik, stelpurnar hjálpa uppáhalds Barbie þeirra skreyta tilbúnum mat - bæta við mismunandi hlutum til að smekk þínum, og það er - mest spennandi og skapandi starf en elda kvöldmat fyrir vini og fjölskyldu!
